FID,alue_id,liikennemerkki_idt,liikennemerkkityypit,liikennemerkkien_nimet,liikennemerkkien_tekstit,pyspaikkojen_lukumaara_arvio,pysakointisuunta,pyspaikan_vaatima_noin_pituus,aluepysakointitunnus,lisatieto,keskilinjan_noin_pituus,ylre_katualue_nro,ylre_viheralue_nro,ylre_osa_nro,datanomistaja,paivitetty_tietopalveluun,geom
liikennemerkkipilotti_pysakointipaikat.3938,3938,"18623, 18612, 18613, 18616","372, 855a, Unclassified, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon, Luokittelematon","no_text, 9-21, no_text, no_text",15,Pitkittäin,5.4,B/C,,88.07,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6671531.674746 25496776.635869, 6671561.6411414 25496769.3898751, 6671561.14359029 25496767.2919445, 6671531.18516484 25496774.6903741, 6671531.674746 25496776.635869)), ((6671565.54687553 25496768.4450786, 6671621.63750666 25496755.1518219, 6671621.1167026 25496752.4630264, 6671565.12475305 25496766.4884071, 6671565.54687553 25496768.4450786)))"
liikennemerkkipilotti_pysakointipaikat.4594,4594,"8134, 8136, 8137, 8138","372, 855a, Unclassified, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon, Luokittelematon","no_text, 9-21, no_text, no_text",4,Pitkittäin,5.4,F,,34.78,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6673275.29015922 25495815.082752, 6673275.87935208 25495821.0386731, 6673278.54114327 25495820.806966, 6673277.92165257 25495814.7810111, 6673275.29015922 25495815.082752)), ((6673276.22305779 25495824.5130604, 6673278.70175409 25495849.5692362, 6673280.73751937 25495849.4161727, 6673278.5974606 25495824.2986408, 6673276.22305779 25495824.5130604)), ((6673280.28335045 25495854.0365416, 6673282.94584918 25495858.1541441, 6673284.79236756 25495856.850061, 6673282.31440478 25495853.1331168, 6673280.28335045 25495854.0365416)))"
liikennemerkkipilotti_pysakointipaikat.4295,4295,"10430, 10423, 10424, 10425, 10442","372, 855a, Unclassified, 825, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon, N/A, Luokittelematon","no_text, 9-21, no_text, no_text, no_text",10,Pitkittäin,5.4,B,,56.94,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6671454.57776744 25496603.0161139, 6671453.80053022 25496602.0368043, 6671448.1049602 25496593.3790088, 6671446.21490901 25496594.2985514, 6671450.52479163 25496600.6903264, 6671453.22759937 25496604.3792938, 6671454.57776744 25496603.0161139)), ((6671446.33373517 25496590.5899999, 6671440.70784198 25496580.5871836, 6671434.729748 25496568.169531, 6671431.94813149 25496560.5345903, 6671429.99806257 25496560.8786989, 6671432.66434588 25496568.8775488, 6671438.6178278 25496581.2593302, 6671444.49826085 25496591.9609879, 6671446.33373517 25496590.5899999)), ((6671428.85426227 25496549.7528466, 6671426.778455 25496538.712704, 6671424.88464252 25496539.0005659, 6671426.78391282 25496550.1039923, 6671428.85426227 25496549.7528466)))"
liikennemerkkipilotti_pysakointipaikat.2990,2990,"17308, 17258, 17256, 17287","372, 855a, Unclassified, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon, Luokittelematon","no_text, 9-21, no_text, no_text",,,,D,,10.22,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6672849.720388 25497954.438826, 6672840.97949337 25497948.4827737, 6672839.66570689 25497950.4466662, 6672848.411342 25497956.371203, 6672849.720388 25497954.438826))"
liikennemerkkipilotti_pysakointipaikat.4093,4093,"7843, 7824, 7829, 7825","372, 855a, Unclassified, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon, Luokittelematon","no_text, 9-21, no_text, no_text",18,Pitkittäin,5.4,C,,101.88,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6671525.08591726 25497322.4336607, 6671582.1729623 25497362.2980694, 6671583.40066414 25497360.5719397, 6671526.40429278 25497320.5046412, 6671525.08591726 25497322.4336607)), ((6671585.70034774 25497364.7825226, 6671612.52013544 25497383.5282733, 6671613.84377565 25497381.6465352, 6671586.99832038 25497363.0556008, 6671585.70034774 25497364.7825226)))"
liikennemerkkipilotti_pysakointipaikat.2944,2944,"18666, 18665, 18663, 18633","372, 855a, Unclassified, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon, Luokittelematon","no_text, 9-21, no_text, no_text",,,,D,,56.3,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6672689.04867321 25498040.2201272, 6672687.20325477 25498040.2201272, 6672688.62771642 25498078.6529822, 6672690.6617615 25498078.5534226, 6672689.04867321 25498040.2201272)), ((6672688.94287431 25498037.8251751, 6672688.16186355 25498020.1376214, 6672686.34492531 25498020.2317922, 6672687.11194312 25498037.8251751, 6672688.94287431 25498037.8251751)))"
liikennemerkkipilotti_pysakointipaikat.4034,4034,"4367, 4372, 4368, 4369","Unclassified, 372, Unclassified, Unclassified","Luokittelematon, Pysäköinti kielletty, Luokittelematon, Luokittelematon","no_text, no_text, unreadable, unreadable",44,Pitkittäin,5.4,C,,247.02,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6671949.67528761 25497407.0891367, 6671932.11594823 25497354.8304393, 6671930.4552083 25497355.5301702, 6671948.09708705 25497407.6519289, 6671949.67528761 25497407.0891367)), ((6671930.67969737 25497350.6100503, 6671923.16617986 25497328.5317577, 6671921.14205851 25497329.4531266, 6671928.92176187 25497351.4043084, 6671930.67969737 25497350.6100503)), ((6671921.81216369 25497324.5530134, 6671907.29585892 25497281.8971969, 6671905.18088306 25497282.6288086, 6671919.90022792 25497325.3258661, 6671921.81216369 25497324.5530134)), ((6671906.2167753 25497278.7263353, 6671900.73200712 25497262.6094744, 6671898.89868128 25497263.2343369, 6671904.52344334 25497279.3050856, 6671906.2167753 25497278.7263353)), ((6671899.45526852 25497258.8578084, 6671884.353949 25497214.48294, 6671882.3896394 25497215.2047128, 6671897.72989956 25497259.5453695, 6671899.45526852 25497258.8578084)), ((6671883.03273885 25497210.6050966, 6671863.90895398 25497154.5107946, 6671862.26467906 25497155.0489783, 6671881.07475996 25497211.3696478, 6671883.03273885 25497210.6050966)))"
liikennemerkkipilotti_pysakointipaikat.4445,4445,"5203, 5204, 5206","372, 855a, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon","no_text, 9-21, unreadable",1,Pitkittäin,5.4,H,,9.37,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6674377.68548656 25495696.5764814, 6674385.48670703 25495690.9973532, 6674384.31091557 25495689.2496692, 6674376.48280587 25495694.6561335, 6674377.68548656 25495696.5764814))"
liikennemerkkipilotti_pysakointipaikat.3259,3259,"12311, 12313","371, Unclassified","Pysäyttäminen kielletty, Luokittelematon","no_text, no_text",2,Pitkittäin,5.4,,,10.98,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6672792.95393434 25497469.5558451, 6672790.88306119 25497469.5558451, 6672791.48571805 25497480.6296262, 6672793.50706907 25497480.5145006, 6672792.95393434 25497469.5558451))"
liikennemerkkipilotti_pysakointipaikat.3364,3364,"10758, 10761","371, 872","Pysäyttäminen kielletty, Tekstillinen lisäkilpi ""Huoltoajo sallittu""","no_text, unreadable",2,Pitkittäin,5.4,,,10.83,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6673491.78325424 25497705.750684, 6673491.27226679 25497695.231634, 6673489.52504513 25497695.2840316, 6673490.10943963 25497705.8237333, 6673491.78325424 25497705.750684))"
liikennemerkkipilotti_pysakointipaikat.3991,3991,"5564, 5566, 5567, 5574","372, 855a, Unclassified, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon, Luokittelematon","no_text, 9-21, no_text, no_text",23,Pitkittäin,5.4,C,,133.05,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6671389.14168939 25496896.8456374, 6671410.08802728 25496891.8367055, 6671409.71330791 25496889.8679279, 6671388.82133456 25496894.9448235, 6671389.14168939 25496896.8456374)), ((6671420.08840373 25496889.4452991, 6671528.54911081 25496863.5089133, 6671528.05245765 25496861.3423489, 6671419.75752586 25496887.7129866, 6671420.08840373 25496889.4452991)))"
liikennemerkkipilotti_pysakointipaikat.4060,4060,"13321, 13351, 13353, 13346, 13366","551, 372, 855a, Unclassified, Unclassified","Yksisuuntainen tie, Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon, Luokittelematon","no_text, no_text, 9-21, no_text, no_text",6,Pitkittäin,5.4,C,,35.56,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6671924.371904 25497524.070441, 6671934.50677139 25497490.279246, 6671932.82987575 25497489.850156, 6671922.78412131 25497523.6085396, 6671924.371904 25497524.070441))"
liikennemerkkipilotti_pysakointipaikat.4449,4449,"10139, 10146, 10176, 10187","371, 851, 372, 851","Pysäyttäminen kielletty, Voimassaoloaika, Pysäköinti kielletty, Voimassaoloaika","no_text, 15-18, no_text, 7-15 (9-15)",20,Pitkittäin,5.4,,,119.48,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6673453.429467 25495521.343709, 6673493.9969915 25495510.86269, 6673493.31434358 25495507.5136261, 6673452.99113104 25495518.3265546, 6673453.429467 25495521.343709)), ((6673497.81969428 25495509.8064315, 6673524.00861765 25495503.0696631, 6673523.38780097 25495500.8681805, 6673497.36919177 25495507.6262608, 6673497.81969428 25495509.8064315)), ((6673526.83637249 25495502.3353886, 6673577.64530137 25495489.1419899, 6673577.05822213 25495486.9014812, 6673526.37261978 25495500.1923724, 6673526.83637249 25495502.3353886)))"
liikennemerkkipilotti_pysakointipaikat.3874,3874,"14205, 839","371, 872","Pysäyttäminen kielletty, Tekstillinen lisäkilpi ""Huoltoajo sallittu""","no_text, Ei koske CD-autoja, Gäller ej CD-bilar",2,Pitkittäin,5.4,,,12.97,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6672553.70728481 25496020.5333479, 6672561.426183 25496031.459639, 6672563.35944184 25496030.0938848, 6672555.7351952 25496018.9760117, 6672553.70728481 25496020.5333479))"
liikennemerkkipilotti_pysakointipaikat.2997,2997,"18128, 18141, 18139, 18140","677, 855b, Unclassified, Unclassified","Pysäköinti, Maksullinen pysäköinti, Luokittelematon, Luokittelematon","no_text, 9-21(9-18), 4h, no_text",,,,,,9.67,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6672590.45516084 25497958.2683419, 6672598.65847831 25497963.780363, 6672599.90895338 25497961.8457711, 6672591.61137728 25497956.4802851, 6672590.45516084 25497958.2683419))"
liikennemerkkipilotti_pysakointipaikat.3871,3871,"14249, 14250, 14235, 14264","677, 855b, Unclassified, Unclassified","Pysäköinti, Maksullinen pysäköinti, Luokittelematon, Luokittelematon","no_text, 9-21, no_text, no_text",1,Pitkittäin,5.4,,,10.71,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6672547.23763645 25496011.3754008, 6672553.70728481 25496020.5333479, 6672555.7351952 25496018.9760117, 6672549.17422556 25496009.9089206, 6672547.23763645 25496011.3754008))"
liikennemerkkipilotti_pysakointipaikat.3675,3675,"18637, 18626, 18627","372, 855a, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon","no_text, 9-21, no_text",5,Pitkittäin,5.4,C,,30.26,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6672288.44132421 25497215.0588614, 6672258.05564949 25497216.6436982, 6672258.15068159 25497218.6722521, 6672288.4659576 25497217.2843238, 6672288.44132421 25497215.0588614))"
liikennemerkkipilotti_pysakointipaikat.3609,3609,"2503, 2545, 2546, 2544","372, 855a, Unclassified, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon, Luokittelematon","no_text, 9-21, no_text, no_text",8,Pitkittäin,5.4,A,,48.82,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6672390.09470494 25495971.3999963, 6672404.07739009 25495991.1705374, 6672405.98206228 25495989.8234609, 6672392.02811318 25495970.0344248, 6672390.09470494 25495971.3999963)), ((6672406.07929284 25495993.8866343, 6672415.926031 25496007.2462716, 6672417.81818144 25496005.8516596, 6672408.00985957 25495992.5441439, 6672406.07929284 25495993.8866343)), ((6672418.1692472 25496010.3042429, 6672423.41847056 25496017.704298, 6672425.31706206 25496016.3575335, 6672420.05722409 25496008.9425146, 6672418.1692472 25496010.3042429)))"
